Timestamp,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,QuatW,QuatX,QuatY,QuatZ
2023-06-16 21:29:23.875688,0.155234694480896,0.045997858047485345,-0.1507464349269867,-0.19090767204761502,-0.5747329592704774,-0.0369332879781723,0.7793160162792983,-0.5875810736307985,-0.20215606582971757,0.0809198379613092
2023-06-16 21:29:23.885728,0.17928957939147952,0.08036386966705321,-0.18213157355785373,-0.13861992955207825,-0.5317213535308839,-0.03240230679512024,0.7782755146730493,-0.587967058085168,-0.20448972625859793,0.08225547264156848
2023-06-16 21:29:23.895768,0.18641676008701324,0.10412073135375977,-0.2039496302604675,-0.09894787520170212,-0.47669991850852966,-0.025146789848804474,0.7774219257920408,-0.5881862699447071,-0.2065883050786218,0.08350731421711444
2023-06-16 21:29:23.905808,0.17672342061996463,0.11430174112319942,-0.215717613697052,-0.07397056370973587,-0.4394526481628417,-0.015170776285231108,0.7766943384263661,-0.5883145270470094,-0.20847146470067196,0.08468572156056889
2023-06-16 21:29:23.915848,0.16279233992099762,0.10916948318481445,-0.23518846929073342,-0.03327719867229462,-0.4450580775737763,0.013321052305400372,0.7760781450953722,-0.5883330095912886,-0.21020606510980572,0.08590979173892958
2023-06-16 21:29:23.925888,0.14702701568603516,0.09266966581344606,-0.26365470886230474,0.008460955694317818,-0.5027486681938171,0.03899654000997544,0.7755362802803621,-0.5881963419023417,-0.21197052635414962,0.08739061205103393
2023-06-16 21:29:23.935928,0.12311065196990968,0.05977898836135864,-0.2641165256500244,0.018899215385317806,-0.561257541179657,0.04749175906181336,0.7749899110651158,-0.5879505616349315,-0.2139081208305512,0.0891532656585595
2023-06-16 21:29:23.945968,0.08276124298572543,0.02329093217849731,-0.26163434982299805,-0.0010373871773481367,-0.5980476140975952,0.027319941669702526,0.7743761759111969,-0.5876886900577167,-0.21604955704567874,0.09102974670343006
2023-06-16 21:29:23.956008,0.004802465438842774,0.029400885105133057,-0.23962859809398657,-0.04824325069785119,-0.5896748900413513,-0.02882055938243866,0.773651949952565,-0.5875060392366052,-0.21838467404012077,0.09277727191793457
2023-06-16 21:29:23.966047,-0.10822570323944092,0.09837484359741212,-0.20882235467433927,-0.09799160808324815,-0.5153648853302001,-0.06440018862485887,0.7728500645855501,-0.5874725429806895,-0.22071706918700804,0.09414267705476671
2023-06-16 21:29:23.976087,-0.20729683339595797,0.20263183116912845,-0.20165120065212247,-0.13054822385311127,-0.41073197126388544,-0.05864084511995314,0.7720218943988092,-0.5876301130470493,-0.22276021958326062,0.09513679222586507
2023-06-16 21:29:23.986127,-0.3012760281562804,0.31540024280548096,-0.22353474795818326,-0.1571165472269058,-0.2699420750141144,-0.004301132634282112,0.771225842845576,-0.5879885881824024,-0.22426077349604304,0.09585034196402702
2023-06-16 21:29:23.996167,-0.35552698373794556,0.4102823734283447,-0.23904973268508914,-0.20050743222236636,-0.08295620977878568,0.08997956663370131,0.7704774705211777,-0.5886394061134346,-0.22491332780943354,0.09634436216711363
2023-06-16 21:29:24.006207,-0.3457638323307037,0.43507057428359996,-0.24180135130882263,-0.21333940327167503,0.11962028592824936,0.16762661933898929,0.7698150601981725,-0.5896099481446961,-0.22454747532683125,0.09655743982366297
2023-06-16 21:29:24.016247,-0.25372737646102905,0.37291139364242554,-0.2335140109062195,-0.1733163595199585,0.3444669842720032,0.2206919640302658,0.7693941972425676,-0.5907003674590626,-0.22318739919045938,0.09640180311073931
2023-06-16 21:29:24.026287,-0.10203611850738524,0.29744684696197504,-0.2705512046813965,-0.07471611350774765,0.71230286359787,0.3211949169635772,0.7694659818575149,-0.591725820231026,-0.22047626942475565,0.09577612252811785
2023-06-16 21:29:24.036327,0.08173485100269319,0.25348460674285883,-0.34393936395645136,0.08658169955015187,1.4042311906814577,0.4389284551143647,0.7704130825649635,-0.592652743149543,-0.21530585153334103,0.09417999555494688
2023-06-16 21:29:24.046367,0.09838619828224182,0.1528748273849487,-0.39670568704605114,0.2552216649055481,2.021242618560791,0.33430132269859325,0.7726133178814024,-0.5931843488974348,-0.2072802293052675,0.09075270093708632
2023-06-16 21:29:24.056407,-0.1555059850215912,-0.10661309957504274,-0.10708630084991455,0.14873652160167694,2.0114834308624263,0.01639554463326931,0.775296026024014,-0.5934247096894696,-0.19859814045698737,0.08556938083187549
2023-06-16 21:29:24.066447,-0.35412991046905506,-0.44188272953033453,0.4141664505004882,-0.1771611422300339,1.3313695192337038,-0.37193891406059265,0.7770304895138828,-0.5939672876243691,-0.19250677475766748,0.07979811769952756
2023-06-16 21:29:24.076487,-0.38183775544166554,-0.6585077047348021,0.7230249047279359,-0.617336630821228,0.47067296504974365,-0.6063621044158936,0.7769112721401747,-0.5953637288707783,-0.19067425923206233,0.0747957882406666
2023-06-16 21:29:24.086527,-0.3427441716194152,-0.6827516555786133,0.7399701476097108,-1.018649697303772,-0.17752207815647128,-0.6731664538383485,0.7748035954611169,-0.597999742070324,-0.19241011678925368,0.07109247705308315
2023-06-16 21:29:24.096567,-0.333881676197052,-0.609974980354309,0.60223788022995,-1.2939233779907227,-0.5359596014022828,-0.645037591457367,0.771159615245259,-0.6017415556485438,-0.19627715992036848,0.06852238114106972
2023-06-16 21:29:24.106607,-0.3293923139572144,-0.4916428923606874,0.4776715636253358,-1.4604190587997439,-0.5991438627243041,-0.598879098892212,0.766593718540141,-0.6062622342617564,-0.20088359881862716,0.06652860657248737
